Year on List,Title,Author,Rank,Publisher,Weeks on List,On a Celebrity Reading List,Current Context,Max Weeks on List,# of Author Bestsellers
2020,KILLERS OF THE FLOWER MOON,David Grann,14,Vintage,76,False,Yes,146,78
2020,WHITE FRAGILITY,Robin DiAngelo,15,Beacon,87,False,Yes,156,83
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,81,False,Yes,269,209
2020,THE GREAT INFLUENZA,John M. Barry,2,Penguin,9,False,Yes,17,17
2020,A WOMAN OF NO IMPORTANCE,Sonia Purnell,3,Penguin,6,False,Yes,17,17
2020,JUST MERCY,Bryan Stevenson,4,Spiegel & Grau,204,False,Yes,309,126
2020,"WOW, NO THANK YOU",Samantha Ir,5,Vintage,6,False,No,8,15
2020,BORN A CRIME,Trevor Noah,6,Spiegel & Grau,65,False,Yes,209,165
2020,SHOE DOG,Phil Knight,7,Scribner,43,False,No,44,4
2020,SAPIENS,Yuval Noah Harari,8,Harper Perennial,104,False,Yes,208,128
2020,WHITE FRAGILITY,Robin DiAngelo,9,Beacon,88,False,Yes,156,83
2020,THE PIONEERS,David McCullough,10,Simon & Schuster,1,False,Yes,3,3
2020,UNORTHODOX,Deborah Feldman,11,Simon & Schuster,7,False,No,10,9
2020,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",249,False,No,386,157
2020,OUTLIERS,Malcolm Gladwell,13,"Back Bay/Little, Brown",324,False,No,367,198
2020,GRIT,Angela Duckworth,14,Scribner,74,False,No,151,90
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,15,Milkweed Editions,11,False,Yes,192,192
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,82,False,Yes,269,209
2020,THE GREAT INFLUENZA,John M. Barry,2,Penguin,10,False,Yes,17,17
2020,WHITE FRAGILITY,Robin DiAngelo,3,Beacon,89,False,Yes,156,83
2020,A WOMAN OF NO IMPORTANCE,Sonia Purnell,4,Penguin,7,False,Yes,17,17
2020,SAPIENS,Yuval Noah Harari,5,Harper Perennial,105,False,Yes,208,128
2020,BORN A CRIME,Trevor Noah,6,Spiegel & Grau,66,False,Yes,209,165
2020,JUST MERCY,Bryan Stevenson,7,Spiegel & Grau,205,False,Yes,309,126
2020,THE PIONEERS,David McCullough,8,Simon & Schuster,2,False,Yes,3,3
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,9,Milkweed Editions,12,False,Yes,192,192
2020,UNORTHODOX,Deborah Feldman,10,Simon & Schuster,8,False,No,10,9
2020,GRIT,Angela Duckworth,11,Scribner,75,False,No,151,90
2020,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",250,False,No,386,157
2020,THE FIFTH RISK,Michael Lewis,13,Norton,11,False,Yes,11,12
2020,OUTLIERS,Malcolm Gladwell,14,"Back Bay/Little, Brown",325,False,No,367,198
2020,"WOW, NO THANK YOU",Samantha Ir,15,Vintage,7,False,No,8,15
2020,THE GREAT INFLUENZA,John M. Barry,1,Penguin,11,False,Yes,17,17
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin,83,False,Yes,269,209
2020,A WOMAN OF NO IMPORTANCE,Sonia Purnell,3,Penguin,8,False,Yes,17,17
2020,WHITE FRAGILITY,Robin DiAngelo,4,Beacon,90,False,Yes,156,83
2020,SAPIENS,Yuval Noah Harari,5,Harper Perennial,106,False,Yes,208,128
2020,BORN A CRIME,Trevor Noah,6,Spiegel & Grau,67,False,Yes,209,165
2020,JUST MERCY,Bryan Stevenson,7,Spiegel & Grau,206,False,Yes,309,126
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,8,Milkweed Editions,13,False,Yes,192,192
2020,UNORTHODOX,Deborah Feldman,9,Simon & Schuster,9,False,No,10,9
2020,THE PIONEERS,David McCullough,10,Simon & Schuster,3,False,Yes,3,3
2020,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",251,False,No,386,157
2020,OUTLIERS,Malcolm Gladwell,12,"Back Bay/Little, Brown",326,False,No,367,198
2020,GRIT,Angela Duckworth,13,Scribner,76,False,No,151,90
2020,BEING MORTAL,Atul Gawande,14,Picador,119,False,No,130,20
2020,21 LESSONS FOR THE 21ST CENTURY,Yuval Noah Harari,15,Spiegel & Grau,8,False,No,9,128
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,91,False,Yes,156,83
2020,THE GREAT INFLUENZA,John M. Barry,2,Penguin,12,False,Yes,17,17
2020,THE NEW JIM CROW,Michelle Alexander,3,New Press,188,False,Yes,223,37
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,4,Penguin,84,False,Yes,269,209
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,5,Seal,2,False,Yes,38,37
2020,JUST MERCY,Bryan Stevenson,6,Spiegel & Grau,207,False,Yes,309,126
2020,A WOMAN OF NO IMPORTANCE,Sonia Purnell,7,Penguin,9,False,Yes,17,17
2020,UNORTHODOX,Deborah Feldman,8,Simon & Schuster,10,False,No,10,9
2020,BORN A CRIME,Trevor Noah,9,Spiegel & Grau,68,False,Yes,209,165
2020,SAPIENS,Yuval Noah Harari,10,Harper Perennial,107,False,Yes,208,128
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,11,Milkweed Editions,14,False,Yes,192,192
2020,GRIT,Angela Duckworth,12,Scribner,77,False,No,151,90
2020,OUTLIERS,Malcolm Gladwell,13,"Back Bay/Little, Brown",327,False,No,367,198
2020,THE COLOR OF LAW,Richard Rothstein,14,Liveright,5,False,Yes,51,47
2020,"THINKING, FAST AND SLOW",Daniel Kahneman,15,"Farrar, Straus & Giroux",252,False,No,386,157
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,1,Seal,3,False,Yes,38,37
2020,WHITE FRAGILITY,Robin DiAngelo,2,Beacon,92,False,Yes,156,83
2020,THE COLOR OF LAW,Richard Rothstein,3,Liveright,6,False,Yes,51,47
2020,THE NEW JIM CROW,Michelle Alexander,4,New Press,189,False,Yes,223,37
2020,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau,208,False,Yes,309,126
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,6,Bold Type,3,False,Yes,23,21
2020,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,7,Basic,1,False,Yes,12,12
2020,BORN A CRIME,Trevor Noah,8,Spiegel & Grau,69,False,Yes,209,165
2020,RAISING WHITE KIDS,Jennifer Harvey,9,Abingdon,1,False,Yes,2,2
2020,WHITE RAGE,Carol Anderson,10,Bloomsbury,2,False,Yes,6,5
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,85,False,Yes,269,209
2020,WAKING UP WHITE,Deb Irving,12,Elephant Room,1,False,Yes,3,3
2020,ELOQUENT RAGE,Brittney Cooper,13,Picador,1,False,Yes,1,1
2020,THE GREAT INFLUENZA,John M. Barry,14,Penguin,13,False,Yes,17,17
2020,MY GRANDMOTHER'S HANDS,Resmaa Menakem,15,Central Recovery,1,False,Yes,29,29
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,1,Seal,4,False,Yes,38,37
2020,WHITE FRAGILITY,Robin DiAngelo,2,Beacon,93,False,Yes,156,83
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,3,Bold Type,4,False,Yes,23,21
2020,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,4,Basic,2,False,Yes,12,12
2020,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau,209,False,Yes,309,126
2020,THE COLOR OF LAW,Richard Rothstein,6,Liveright,7,False,Yes,51,47
2020,THE NEW JIM CROW,Michelle Alexander,7,New Press,190,False,Yes,223,37
2020,WHITE RAGE,Carol Anderson,8,Bloomsbury,3,False,Yes,6,5
2020,BORN A CRIME,Trevor Noah,9,Spiegel & Grau,70,False,Yes,209,165
2020,RAISING WHITE KIDS,Jennifer Harvey,10,Abingdon,2,False,Yes,2,2
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,86,False,Yes,269,209
2020,WAKING UP WHITE,Deb Irving,12,Elephant Room,2,False,Yes,3,3
2020,THE COLOR OF COMPROMISE,Jemar Tis,13,Zondervan Reflective,1,False,Yes,4,4
2020,WHY I'M NO LONGER TALKING TO WHITE PEOPLE ABOUT RACE,Reni Eddo-Lodge,14,Bloomsbury,1,False,Yes,2,2
2020,THE GREAT INFLUENZA,John M. Barry,15,Penguin,14,False,Yes,17,17
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,94,False,Yes,156,83
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,5,False,Yes,38,37
2020,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,3,Basic,3,False,Yes,12,12
2020,THE COLOR OF LAW,Richard Rothstein,4,Liveright,8,False,Yes,51,47
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,5,Bold Type,5,False,Yes,23,21
2020,JUST MERCY,Bryan Stevenson,6,Spiegel & Grau,210,False,Yes,309,126
2020,THE NEW JIM CROW,Michelle Alexander,7,New Press,191,False,Yes,223,37
2020,BORN A CRIME,Trevor Noah,8,Spiegel & Grau,71,False,Yes,209,165
2020,WHITE RAGE,Carol Anderson,9,Bloomsbury,4,False,Yes,6,5
2020,WAKING UP WHITE,Deb Irving,10,Elephant Room,3,False,Yes,3,3
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,87,False,Yes,269,209
2020,WHY I'M NO LONGER TALKING TO WHITE PEOPLE ABOUT RACE,Reni Eddo-Lodge,12,Bloomsbury,2,False,Yes,2,2
2020,THE COLOR OF COMPROMISE,Jemar Tis,13,Zondervan Reflective,2,False,Yes,4,4
2020,"WOW, NO THANK YOU",Samantha Ir,14,Vintage,8,False,No,8,15
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,15,Vintage,26,False,Yes,76,60
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,95,False,Yes,156,83
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,2,Bold Type,6,False,Yes,23,21
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal,6,False,Yes,38,37
2020,THE COLOR OF LAW,Richard Rothstein,4,Liveright,9,False,Yes,51,47
2020,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau,211,False,Yes,309,126
2020,THE NEW JIM CROW,Michelle Alexander,6,New Press,192,False,Yes,223,37
2020,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,7,Basic,4,False,Yes,12,12
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage,27,False,Yes,76,60
2020,BORN A CRIME,Trevor Noah,9,Spiegel & Grau,72,False,Yes,209,165
2020,WHITE RAGE,Carol Anderson,10,Bloomsbury,5,False,Yes,6,5
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,88,False,Yes,269,209
2020,MY GRANDMOTHER'S HANDS,Resmaa Menakem,12,Central Recovery,2,False,Yes,29,29
2020,THE COLOR OF COMPROMISE,Jemar Tis,13,Zondervan Reflective,3,False,Yes,4,4
2020,SAPIENS,Yuval Noah Harari,14,Harper Perennial,108,False,Yes,208,128
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,15,Milkweed Editions,15,False,Yes,192,192
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,96,False,Yes,156,83
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,2,Bold Type,7,False,Yes,23,21
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal,7,False,Yes,38,37
2020,THE COLOR OF LAW,Richard Rothstein,4,Liveright,10,False,Yes,51,47
2020,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau,212,False,Yes,309,126
2020,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,6,Basic,5,False,Yes,12,12
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,7,Vintage,28,False,Yes,76,60
2020,BORN A CRIME,Trevor Noah,8,Spiegel & Grau,73,False,Yes,209,165
2020,THE NEW JIM CROW,Michelle Alexander,9,New Press,193,False,Yes,223,37
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,10,Penguin,89,False,Yes,269,209
2020,I'LL BE GONE IN THE DARK,Michelle McNamara,11,Harper Perennial,13,False,Yes,19,7
2020,WHITE RAGE,Carol Anderson,12,Bloomsbury,6,False,Yes,6,5
2020,SAPIENS,Yuval Noah Harari,13,Harper Perennial,109,False,Yes,208,128
2020,THE GREAT INFLUENZA,John M. Barry,14,Penguin,15,False,Yes,17,17
2020,THE COLOR OF COMPROMISE,Jemar Tis,15,Zondervan Reflective,4,False,Yes,4,4
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,97,False,Yes,156,83
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,8,False,Yes,38,37
2020,THE COLOR OF LAW,Richard Rothstein,3,Liveright,11,False,Yes,51,47
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,4,Bold Type,8,False,Yes,23,21
2020,ALEXANDER HAMILTON,Ron Chernow,5,Penguin,110,False,Yes,119,10
2020,JUST MERCY,Bryan Stevenson,6,Spiegel & Grau,213,False,Yes,309,126
2020,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,7,Basic,6,False,Yes,12,12
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage,29,False,Yes,76,60
2020,BORN A CRIME,Trevor Noah,9,Spiegel & Grau,74,False,Yes,209,165
2020,THE NEW JIM CROW,Michelle Alexander,10,New Press,194,False,Yes,223,37
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,90,False,Yes,269,209
2020,THE YELLOW HOUSE,Sarah M Broom,12,Grove,1,False,No,1,1
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,13,Milkweed Editions,16,False,Yes,192,192
2020,SAPIENS,Yuval Noah Harari,14,Harper Perennial,110,False,Yes,208,128
2020,I'LL BE GONE IN THE DARK,Michelle McNamara,15,Harper Perennial,14,False,Yes,19,7
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,98,False,Yes,156,83
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,9,False,Yes,38,37
2020,THE COLOR OF LAW,Richard Rothstein,3,Liveright,12,False,Yes,51,47
2020,ALEXANDER HAMILTON,Ron Chernow,4,Penguin,111,False,Yes,119,10
2020,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau,214,False,Yes,309,126
2020,THE NEW JIM CROW,Michelle Alexander,6,New Press,195,False,Yes,223,37
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,7,Bold Type,9,False,Yes,23,21
2020,BORN A CRIME,Trevor Noah,8,Spiegel & Grau,75,False,Yes,209,165
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,9,Vintage,30,False,Yes,76,60
2020,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,10,Basic,7,False,Yes,12,12
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,91,False,Yes,269,209
2020,I'LL BE GONE IN THE DARK,Michelle McNamara,12,Harper Perennial,15,False,Yes,19,7
2020,THE GREAT INFLUENZA,John M. Barry,13,Penguin,16,False,Yes,17,17
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,14,Milkweed Editions,17,False,Yes,192,192
2020,SAPIENS,Yuval Noah Harari,15,Harper Perennial,111,False,Yes,208,128
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,99,False,Yes,156,83
2020,ON TYRANNY,Timothy Snyder,2,Tim Duggan,66,False,Yes,90,33
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal,10,False,Yes,38,37
2020,WALKING WITH THE WIND,John Lewis and Michael D'Orso,4,Simon & Schuster,1,False,Yes,3,3
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,5,Bold Type,10,False,Yes,23,21
2020,JUST MERCY,Bryan Stevenson,6,One World,215,False,Yes,309,126
2020,THE COLOR OF LAW,Richard Rothstein,7,Liveright,13,False,Yes,51,47
2020,ALEXANDER HAMILTON,Ron Chernow,8,Penguin,112,False,Yes,119,10
2020,THE NEW JIM CROW,Michelle Alexander,9,New Press,196,False,Yes,223,37
2020,BORN A CRIME,Trevor Noah,10,One World,76,False,Yes,209,165
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,92,False,Yes,269,209
2020,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,12,Basic,8,False,Yes,12,12
2020,I'LL BE GONE IN THE DARK,Michelle McNamara,13,Harper Perennial,16,False,Yes,19,7
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,14,Vintage,31,False,Yes,76,60
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,15,Milkweed Editions,18,False,Yes,192,192
2020,ON TYRANNY,Timothy Snyder,1,Tim Duggan,67,False,Yes,90,33
2020,WHITE FRAGILITY,Robin DiAngelo,2,Beacon,100,False,Yes,156,83
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal,11,False,Yes,38,37
2020,JUST MERCY,Bryan Stevenson,4,One World,216,False,Yes,309,126
2020,WALKING WITH THE WIND,John Lewis and Michael D'Orso,5,Simon & Schuster,2,False,Yes,3,3
2020,INTIMATIONS,Zadie Smith,6,Penguin,1,False,Yes,2,2
2020,I'LL BE GONE IN THE DARK,Michelle McNamara,7,Harper Perennial,17,False,Yes,19,7
2020,THE COLOR OF LAW,Richard Rothstein,8,Liveright,14,False,Yes,51,47
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,9,Bold Type,11,False,Yes,23,21
2020,BORN A CRIME,Trevor Noah,10,One World,77,False,Yes,209,165
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,93,False,Yes,269,209
2020,ALEXANDER HAMILTON,Ron Chernow,12,Penguin,113,False,Yes,119,10
2020,THE NEW JIM CROW,Michelle Alexander,13,New Press,197,False,Yes,223,37
2020,ACROSS THAT BRIDGE,John Lewis,14,Hachette,1,False,Yes,2,2
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,15,Milkweed Editions,19,False,Yes,192,192
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,101,False,Yes,156,83
2020,THE NEW JIM CROW,Michelle Alexander,2,New Press,198,False,Yes,223,37
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal,12,False,Yes,38,37
2020,ON TYRANNY,Timothy Snyder,4,Tim Duggan,68,False,Yes,90,33
2020,JUST MERCY,Bryan Stevenson,5,One World,217,False,Yes,309,126
2020,I'LL BE GONE IN THE DARK,Michelle McNamara,6,Harper Perennial,18,False,Yes,19,7
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,7,Vintage,32,False,Yes,76,60
2020,WALKING WITH THE WIND,John Lewis and Michael D'Orso,8,Simon & Schuster,3,False,Yes,3,3
2020,THE COLOR OF LAW,Richard Rothstein,9,Liveright,15,False,Yes,51,47
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,10,Bold Type,12,False,Yes,23,21
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,94,False,Yes,269,209
2020,ALEXANDER HAMILTON,Ron Chernow,12,Penguin,114,False,Yes,119,10
2020,BORN A CRIME,Trevor Noah,13,One World,78,False,Yes,209,165
2020,ACROSS THAT BRIDGE,John Lewis,14,Hachette,2,False,Yes,2,2
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,15,Milkweed Editions,20,False,Yes,192,192
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,102,False,Yes,156,83
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,13,False,Yes,38,37
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,3,Vintage,33,False,Yes,76,60
2020,THE NEW JIM CROW,Michelle Alexander,4,New Press,199,False,Yes,223,37
2020,JUST MERCY,Bryan Stevenson,5,One World,218,False,Yes,309,126
2020,BORN A CRIME,Trevor Noah,6,One World,79,False,Yes,209,165
2020,THE TRUTHS WE HOLD,Kamala Harris,7,Penguin,1,False,Yes,19,19
2020,THE COLOR OF LAW,Richard Rothstein,8,Liveright,16,False,Yes,51,47
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,9,Penguin,95,False,Yes,269,209
2020,ON TYRANNY,Timothy Snyder,10,Tim Duggan,69,False,Yes,90,33
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,11,Bold Type,13,False,Yes,23,21
2020,ALEXANDER HAMILTON,Ron Chernow,12,Penguin,115,False,Yes,119,10
2020,MY GRANDMOTHER'S HANDS,Resmaa Menakem,13,Central Recovery,3,False,Yes,29,29
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,14,Milkweed Editions,21,False,Yes,192,192
2020,THE GREAT INFLUENZA,John M. Barry,15,Penguin,17,False,Yes,17,17
2020,JUST MERCY,Bryan Stevenson,1,One World,219,False,Yes,309,126
2020,WHITE FRAGILITY,Robin DiAngelo,2,Beacon,103,False,Yes,156,83
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal,14,False,Yes,38,37
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,4,Vintage,34,False,Yes,76,60
2020,THE NEW JIM CROW,Michelle Alexander,5,New Press,200,False,Yes,223,37
2020,BORN A CRIME,Trevor Noah,6,One World,80,False,Yes,209,165
2020,THE COLOR OF LAW,Richard Rothstein,7,Liveright,17,False,Yes,51,47
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,8,Penguin,96,False,Yes,269,209
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,9,Bold Type,14,False,Yes,23,21
2020,THE TRUTHS WE HOLD,Kamala Harris,10,Penguin,2,False,Yes,19,19
2020,ALEXANDER HAMILTON,Ron Chernow,11,Penguin,116,False,Yes,119,10
2020,INTIMATIONS,Zadie Smith,12,Penguin,2,False,Yes,2,2
2020,MY GRANDMOTHER'S HANDS,Resmaa Menakem,13,Central Recovery,4,False,Yes,29,29
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,14,Milkweed Editions,22,False,Yes,192,192
2020,ON TYRANNY,Timothy Snyder,15,Tim Duggan,70,False,Yes,90,33
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,104,False,Yes,156,83
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,15,False,Yes,38,37
2020,BORN A CRIME,Trevor Noah,3,One World,81,False,Yes,209,165
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,4,Vintage,35,False,Yes,76,60
2020,JUST MERCY,Bryan Stevenson,5,One World,220,False,Yes,309,126
2020,THE COLOR OF LAW,Richard Rothstein,6,Liveright,18,False,Yes,51,47
2020,THE NEW JIM CROW,Michelle Alexander,7,New Press,201,False,Yes,223,37
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,8,Bold Type,15,False,Yes,23,21
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,9,Penguin,97,False,Yes,269,209
2020,BRAIDING SWEETGRASS,Robin Wall Kimmerer,10,Milkweed Editions,23,False,Yes,192,192
2020,ALEXANDER HAMILTON,Ron Chernow,11,Penguin,117,False,Yes,119,10
2020,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,12,Basic,9,False,Yes,12,12
2020,I'LL BE GONE IN THE DARK,Michelle McNamara,13,Harper Perennial,19,False,Yes,19,7
2020,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery,5,False,Yes,29,29
2020,ON TYRANNY,Timothy Snyder,15,Tim Duggan,71,False,Yes,90,33
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,105,False,Yes,156,83
2020,JUST MERCY,Bryan Stevenson,2,One World,221,False,Yes,309,126
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal,16,False,Yes,38,37
2020,BORN A CRIME,Trevor Noah,4,One World,82,False,Yes,209,165
2020,THE NEW JIM CROW,Michelle Alexander,5,New Press,202,False,Yes,223,37
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,6,Vintage,36,False,Yes,76,60
2020,THE COLOR OF LAW,Richard Rothstein,7,Liveright,19,False,Yes,51,47
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,8,Bold Type,16,False,Yes,23,21
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,9,Penguin,98,False,Yes,269,209
2020,ALEXANDER HAMILTON,Ron Chernow,10,Penguin,118,False,Yes,119,10
2020,ON TYRANNY,Timothy Snyder,11,Tim Duggan,72,False,Yes,90,33
2020,A WOMAN OF NO IMPORTANCE,Sonia Purnell,12,Penguin,10,False,Yes,17,17
2020,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,13,Basic,10,False,Yes,12,12
2020,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery,6,False,Yes,29,29
2020,SAPIENS,Yuval Noah Harari,15,Harper Perennial,112,False,Yes,208,128
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,106,False,Yes,156,83
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,17,False,Yes,38,37
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,99,False,Yes,269,209
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,4,Vintage,37,False,Yes,76,60
2020,BORN A CRIME,Trevor Noah,5,One World,83,False,Yes,209,165
2020,JUST MERCY,Bryan Stevenson,6,One World,222,False,Yes,309,126
2020,THE COLOR OF LAW,Richard Rothstein,7,Liveright,20,False,Yes,51,47
2020,STAMPED FROM THE BEGINNING,Ibram X Kendi,8,Bold Type,17,False,Yes,23,21
2020,THE NEW JIM CROW,Michelle Alexander,9,New Press,203,False,Yes,223,37
2020,OUR MALADY,Timothy Snyder,10,Crown,1,False,Yes,1,33
2020,ON TYRANNY,Timothy Snyder,11,Tim Duggan,73,False,Yes,90,33
2020,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,12,Basic,11,False,Yes,12,12
2020,A WOMAN OF NO IMPORTANCE,Sonia Purnell,13,Penguin,11,False,Yes,17,17
2020,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery,7,False,Yes,29,29
2020,KNOW MY NAME,Chanel Miller,15,Penguin,1,False,Yes,1,1
2020,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,107,False,Yes,156,83
2020,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,18,False,Yes,38,37
2020,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,100,False,Yes,269,209
2020,JUST MERCY,Bryan Stevenson,4,One World,223,False,Yes,309,126
2020,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,5,Vintage,38,False,Yes,76,60
2020,BORN A CRIME,Trevor Noah,6,One World,84,False,Yes,209,165
2020,THE COLOR OF LAW,Richard Rothstein,7,Liveright,21,False,Yes,51,47
