Date,Title,Author,Rank,Publisher
2023-07-01,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-07-01,BORN A CRIME,Trevor Noah,6,One World
2023-07-01,EDUCATED,Tara Westover,7,Random House
2023-07-01,HAPPY-GO-LUCKY,David Sedaris,8,Back Bay
2023-07-01,SOLITO,Javier Zamora,9,Hogarth
2023-07-01,THE COLOR OF LAW,Richard Rothstein,10,Liveright
2023-07-01,OUTLIERS,Malcolm Gladwell,11,Back Bay
2023-07-01,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,12,Vintage
2023-07-01,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux"
2023-07-01,THE GLASS CASTLE,Jeannette Walls,14,Scribner
2023-07-01,JUST MERCY,Bryan Stevenson,15,One World
2023-07-08,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-07-08,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-07-08,CRYING IN H MART,Michelle Zauner,3,Vintage
2023-07-08,ALL ABOUT LOVE,bell hooks,4,Morrow
2023-07-08,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-07-08,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,6,Harper Perennial
2023-07-08,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,7,Vintage
2023-07-08,EDUCATED,Tara Westover,8,Random House
2023-07-08,BORN A CRIME,Trevor Noah,9,One World
2023-07-08,THE GLASS CASTLE,Jeannette Walls,10,Scribner
2023-07-08,HAPPY-GO-LUCKY,David Sedaris,11,Back Bay
2023-07-08,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux"
2023-07-08,SAPIENS,Yuval Noah Harari,13,Harper Perennial
2023-07-08,SOLITO,Javier Zamora,14,Hogarth
2023-07-08,JUST MERCY,Bryan Stevenson,15,One World
2023-07-15,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-07-15,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-07-15,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,3,Vintage
2023-07-15,ALL ABOUT LOVE,bell hooks,4,Morrow
2023-07-15,CRYING IN H MART,Michelle Zauner,5,Vintage
2023-07-15,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions
2023-07-15,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,7,Harper Perennial
2023-07-15,BORN A CRIME,Trevor Noah,8,One World
2023-07-15,EDUCATED,Tara Westover,9,Random House
2023-07-15,THE GLASS CASTLE,Jeannette Walls,10,Scribner
2023-07-15,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2023-07-15,OUTLIERS,Malcolm Gladwell,12,Back Bay
2023-07-15,HAPPY-GO-LUCKY,David Sedaris,13,Back Bay
2023-07-15,SOLITO,Javier Zamora,14,Hogarth
2023-07-15,QUIETLY HOSTILE,Samantha Ir,15,Vintage
2023-07-22,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,1,Vintage
2023-07-22,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage
2023-07-22,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2023-07-22,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-07-22,BORN A CRIME,Trevor Noah,5,One World
2023-07-22,ALL ABOUT LOVE,bell hooks,6,Morrow
2023-07-22,CRYING IN H MART,Michelle Zauner,7,Vintage
2023-07-22,THE GLASS CASTLE,Jeannette Walls,8,Scribner
2023-07-22,EDUCATED,Tara Westover,9,Random House
2023-07-22,BITTERSWEET,Susan Cain,10,Crown
2023-07-22,DOPAMINE NATION,Anna Lembke,11,Dutton
2023-07-22,OUTLIERS,Malcolm Gladwell,12,Back Bay
2023-07-22,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux"
2023-07-22,SAPIENS,Yuval Noah Harari,14,Harper Perennial
2023-07-22,THE ANTHROPOCENE REVIEWED,John Green,15,Dutton
2023-07-29,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,1,Vintage
2023-07-29,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage
2023-07-29,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2023-07-29,ALL ABOUT LOVE,bell hooks,4,Morrow
2023-07-29,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-07-29,CRYING IN H MART,Michelle Zauner,6,Vintage
2023-07-29,BORN A CRIME,Trevor Noah,7,One World
2023-07-29,DOPAMINE NATION,Anna Lembke,8,Dutton
2023-07-29,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,9,Harper Perennial
2023-07-29,THE GLASS CASTLE,Jeannette Walls,10,Scribner
2023-07-29,EDUCATED,Tara Westover,11,Random House
2023-07-29,SAPIENS,Yuval Noah Harari,12,Harper Perennial
2023-07-29,OUTLIERS,Malcolm Gladwell,13,Back Bay
2023-07-29,THE LOST CITY OF Z,David Grann,14,Vintage
2023-07-29,HAPPY-GO-LUCKY,David Sedaris,15,Back Bay
2023-08-05,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,1,Vintage
2023-08-05,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage
2023-08-05,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2023-08-05,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,4,Harper Perennial
2023-08-05,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-08-05,ALL ABOUT LOVE,bell hooks,6,Morrow
2023-08-05,CRYING IN H MART,Michelle Zauner,7,Vintage
2023-08-05,BORN A CRIME,Trevor Noah,8,One World
2023-08-05,EDUCATED,Tara Westover,9,Random House
2023-08-05,THE GLASS CASTLE,Jeannette Walls,10,Scribner
2023-08-05,OUTLIERS,Malcolm Gladwell,11,Back Bay
2023-08-05,SAPIENS,Yuval Noah Harari,12,Harper Perennial
2023-08-05,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,13,Broadway
2023-08-05,"THINKING, FAST AND SLOW",Daniel Kahneman,14,"Farrar, Straus & Giroux"
2023-08-05,HAPPY-GO-LUCKY,David Sedaris,15,Back Bay
2023-08-12,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,1,Vintage
2023-08-12,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage
2023-08-12,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2023-08-12,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,4,Harper Perennial
2023-08-12,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-08-12,BORN A CRIME,Trevor Noah,6,One World
2023-08-12,ALL ABOUT LOVE,bell hooks,7,Morrow
2023-08-12,CRYING IN H MART,Michelle Zauner,8,Vintage
2023-08-12,THE GLASS CASTLE,Jeannette Walls,9,Scribner
2023-08-12,EDUCATED,Tara Westover,10,Random House
2023-08-12,OUTLIERS,Malcolm Gladwell,11,Back Bay
2023-08-12,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux"
2023-08-12,PRISONERS OF THE CASTLE,Ben Macintyre,13,Crown
2023-08-12,SAPIENS,Yuval Noah Harari,14,Harper Perennial
2023-08-12,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,15,Broadway
2023-08-19,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,1,Vintage
2023-08-19,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage
2023-08-19,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2023-08-19,CRYING IN H MART,Michelle Zauner,4,Vintage
2023-08-19,BORN A CRIME,Trevor Noah,5,One World
2023-08-19,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions
2023-08-19,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,7,Harper Perennial
2023-08-19,ALL ABOUT LOVE,bell hooks,8,Morrow
2023-08-19,EDUCATED,Tara Westover,9,Random House
2023-08-19,THE GLASS CASTLE,Jeannette Walls,10,Scribner
2023-08-19,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2023-08-19,SAPIENS,Yuval Noah Harari,12,Harper Perennial
2023-08-19,OUTLIERS,Malcolm Gladwell,13,Back Bay
2023-08-19,JUST MERCY,Bryan Stevenson,14,One World
2023-08-19,SOLITO,Javier Zamora,15,Hogarth
2023-08-26,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-08-26,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-08-26,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,3,Vintage
2023-08-26,CRYING IN H MART,Michelle Zauner,4,Vintage
2023-08-26,BORN A CRIME,Trevor Noah,5,One World
2023-08-26,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions
2023-08-26,ALL ABOUT LOVE,bell hooks,7,Morrow
2023-08-26,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,8,Harper Perennial
2023-08-26,THE GLASS CASTLE,Jeannette Walls,9,Scribner
2023-08-26,EDUCATED,Tara Westover,10,Random House
2023-08-26,JUST MERCY,Bryan Stevenson,11,One World
2023-08-26,OUTLIERS,Malcolm Gladwell,12,Back Bay
2023-08-26,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,13,Broadway
2023-08-26,"THINKING, FAST AND SLOW",Daniel Kahneman,14,"Farrar, Straus & Giroux"
2023-08-26,TALKING TO STRANGERS,Malcolm Gladwell,15,Back Bay
2023-09-02,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-09-02,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage
2023-09-02,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,3,Vintage
2023-09-02,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-09-02,AN IMMENSE WORLD,Ed Yong,5,Random House
2023-09-02,CRYING IN H MART,Michelle Zauner,6,Vintage
2023-09-02,BORN A CRIME,Trevor Noah,7,One World
2023-09-02,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,8,Harper Perennial
2023-09-02,ALL ABOUT LOVE,bell hooks,9,Morrow
2023-09-02,EDUCATED,Tara Westover,10,Random House
2023-09-02,THE GLASS CASTLE,Jeannette Walls,11,Scribner
2023-09-02,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux"
2023-09-02,JUST MERCY,Bryan Stevenson,13,One World
2023-09-02,TALKING TO STRANGERS,Malcolm Gladwell,14,Back Bay
2023-09-02,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,15,Broadway
2023-09-09,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-09-09,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-09-09,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,3,Vintage
2023-09-09,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-09-09,AN IMMENSE WORLD,Ed Yong,5,Random House
2023-09-09,CRYING IN H MART,Michelle Zauner,6,Vintage
2023-09-09,BORN A CRIME,Trevor Noah,7,One World
2023-09-09,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,8,Harper Perennial
2023-09-09,ALL ABOUT LOVE,bell hooks,9,Morrow
2023-09-09,EDUCATED,Tara Westover,10,Random House
2023-09-09,THE GLASS CASTLE,Jeannette Walls,11,Scribner
2023-09-09,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux"
2023-09-09,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,13,Scribner
2023-09-09,JUST MERCY,Bryan Stevenson,14,One World
2023-09-09,TALKING TO STRANGERS,Malcolm Gladwell,15,Back Bay
2023-09-16,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-09-16,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-09-16,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,3,Vintage
2023-09-16,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-09-16,AN IMMENSE WORLD,Ed Yong,5,Random House
2023-09-16,ALL ABOUT LOVE,bell hooks,6,Morrow
2023-09-16,BORN A CRIME,Trevor Noah,7,One World
2023-09-16,EDUCATED,Tara Westover,8,Random House
2023-09-16,CRYING IN H MART,Michelle Zauner,9,Vintage
2023-09-16,THE GLASS CASTLE,Jeannette Walls,10,Scribner
2023-09-16,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2023-09-16,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,12,Scribner
2023-09-16,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,13,Harper Perennial
2023-09-16,SOLITO,Javier Zamora,14,Hogarth
2023-09-16,STAY TRUE,Hua Hsu,15,Anchor
2023-09-23,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-09-23,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-09-23,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,3,Vintage
2023-09-23,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-09-23,AN IMMENSE WORLD,Ed Yong,5,Random House
2023-09-23,ALL ABOUT LOVE,bell hooks,6,Morrow
2023-09-23,CRYING IN H MART,Michelle Zauner,7,Vintage
2023-09-23,EDUCATED,Tara Westover,8,Random House
2023-09-23,STAY TRUE,Hua Hsu,9,Anchor
2023-09-23,BORN A CRIME,Trevor Noah,10,One World
2023-09-23,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2023-09-23,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay
2023-09-23,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,13,Harper Perennial
2023-09-23,THE GLASS CASTLE,Jeannette Walls,14,Scribner
2023-09-23,SOLITO,Javier Zamora,15,Hogarth
2023-09-30,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-09-30,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-09-30,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2023-09-30,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,4,Vintage
2023-09-30,ALL ABOUT LOVE,bell hooks,5,Morrow
2023-09-30,AN IMMENSE WORLD,Ed Yong,6,Random House
2023-09-30,CRYING IN H MART,Michelle Zauner,7,Vintage
2023-09-30,BORN A CRIME,Trevor Noah,8,One World
2023-09-30,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux"
2023-09-30,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay
2023-09-30,STRANGERS TO OURSELVES,Rachel Aviv,11,Picador
2023-09-30,STAY TRUE,Hua Hsu,12,Anchor
2023-09-30,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,13,Harper Perennial
2023-09-30,SOLITO,Javier Zamora,14,Hogarth
2023-09-30,PRISONERS OF THE CASTLE,Ben Macintyre,15,Crown
2023-10-07,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-10-07,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-10-07,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2023-10-07,CRYING IN H MART,Michelle Zauner,4,Vintage
2023-10-07,ALL ABOUT LOVE,bell hooks,5,Morrow
2023-10-07,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux"
2023-10-07,AMERICAN DEMON,Daniel Stashower,7,Minotaur
2023-10-07,BORN A CRIME,Trevor Noah,8,One World
2023-10-07,EDUCATED,Tara Westover,9,Random House
2023-10-07,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay
2023-10-07,AN IMMENSE WORLD,Ed Yong,11,Random House
2023-10-07,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,12,Vintage
2023-10-07,STAY TRUE,Hua Hsu,13,Anchor
2023-10-07,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,14,Harper Perennial
2023-10-07,STRANGERS TO OURSELVES,Rachel Aviv,15,Picador
2023-10-14,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-10-14,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-10-14,CRYING IN H MART,Michelle Zauner,3,Vintage
2023-10-14,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-10-14,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux"
2023-10-14,EDUCATED,Tara Westover,6,Random House
2023-10-14,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,7,Metropolitan
2023-10-14,ISRAEL,Noa Tish,8,Free Press
2023-10-14,AMERICAN DEMON,Daniel Stashower,9,Minotaur
2023-10-14,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay
2023-10-14,ALL ABOUT LOVE,bell hooks,11,Morrow
2023-10-14,AN IMMENSE WORLD,Ed Yong,12,Random House
2023-10-14,STAY TRUE,Hua Hsu,13,Anchor
2023-10-14,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,14,Vintage
2023-10-14,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,15,Harper Perennial
2023-10-21,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-10-21,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-10-21,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,3,Metropolitan
2023-10-21,ISRAEL,Noa Tish,4,Free Press
2023-10-21,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-10-21,CRYING IN H MART,Michelle Zauner,6,Vintage
2023-10-21,ALL ABOUT LOVE,bell hooks,7,Morrow
2023-10-21,AMERICAN DEMON,Daniel Stashower,8,Minotaur
2023-10-21,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux"
2023-10-21,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay
2023-10-21,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,11,Vintage
2023-10-21,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,12,Harper Perennial
2023-10-21,AN IMMENSE WORLD,Ed Yong,13,Random House
2023-10-21,STAY TRUE,Hua Hsu,14,Anchor
2023-10-21,SOLITO,Javier Zamora,15,Hogarth
2023-10-28,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-10-28,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-10-28,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,3,Metropolitan
2023-10-28,ISRAEL,Noa Tish,4,Free Press
2023-10-28,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-10-28,ALL ABOUT LOVE,bell hooks,6,Morrow
2023-10-28,THE BOYS IN THE BOAT,Daniel James Brown,7,Penguin
2023-10-28,THE REVOLUTIONARY,Stacy Schiff,8,Back Bay
2023-10-28,AMERICAN DEMON,Daniel Stashower,9,Minotaur
2023-10-28,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux"
2023-10-28,TALKING TO STRANGERS,Malcolm Gladwell,11,Back Bay
2023-10-28,CRYING IN H MART,Michelle Zauner,12,Vintage
2023-10-28,EDUCATED,Tara Westover,13,Random House
2023-10-28,THE SONG OF THE CELL,Siddhartha Mukherjee,14,Scribner
2023-10-28,AN IMMENSE WORLD,Ed Yong,15,Random House
2023-11-04,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-11-04,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-11-04,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,3,Metropolitan
2023-11-04,THE STORYTELLER,Dave Grohl,4,Dey Street
2023-11-04,ISRAEL,Noa Tish,5,Free Press
2023-11-04,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions
2023-11-04,THE REVOLUTIONARY,Stacy Schiff,7,Back Bay
2023-11-04,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,8,Harper Perennial
2023-11-04,THE BOYS IN THE BOAT,Daniel James Brown,9,Penguin
2023-11-04,CRYING IN H MART,Michelle Zauner,10,Vintage
2023-11-04,DOPAMINE NATION,Anna Lembke,11,Dutton
2023-11-04,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay
2023-11-04,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,13,Vintage
2023-11-04,ALL ABOUT LOVE,bell hooks,14,Morrow
2023-11-04,THE SONG OF THE CELL,Siddhartha Mukherjee,15,Scribner
2023-11-11,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-11-11,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-11-11,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,3,Metropolitan
2023-11-11,THE STORYTELLER,Dave Grohl,4,Dey Street
2023-11-11,ISRAEL,Noa Tish,5,Free Press
2023-11-11,THE LYRICS: 1956 TO THE PRESENT,Paul McCartney,6,Liveright
2023-11-11,BRAIDING SWEETGRASS,Robin Wall Kimmerer,7,Milkweed Editions
2023-11-11,ALL ABOUT LOVE,bell hooks,8,Morrow
2023-11-11,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,9,Harper Perennial
2023-11-11,THE REVOLUTIONARY,Stacy Schiff,10,Back Bay
2023-11-11,THE BOYS IN THE BOAT,Daniel James Brown,11,Penguin
2023-11-11,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay
2023-11-11,CRYING IN H MART,Michelle Zauner,13,Vintage
2023-11-11,AN IMMENSE WORLD,Ed Yong,14,Random House
2023-11-11,QUIET,Susan Cain,15,Broadway
2023-11-18,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-11-18,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-11-18,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,3,Metropolitan
2023-11-18,THE STORYTELLER,Dave Grohl,4,Dey Street
2023-11-18,ISRAEL,Noa Tish,5,Free Press
2023-11-18,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions
2023-11-18,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,7,Harper Perennial
2023-11-18,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,8,Vintage
2023-11-18,ALL ABOUT LOVE,bell hooks,9,Morrow
2023-11-18,THE LYRICS: 1956 TO THE PRESENT,Paul McCartney,10,Liveright
2023-11-18,THE REVOLUTIONARY,Stacy Schiff,11,Back Bay
2023-11-18,THE BOYS IN THE BOAT,Daniel James Brown,12,Penguin
2023-11-18,SAPIENS,Yuval Noah Harari,13,Harper Perennial
2023-11-18,CRYING IN H MART,Michelle Zauner,14,Vintage
2023-11-18,TALKING TO STRANGERS,Malcolm Gladwell,15,Back Bay
2023-11-25,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-11-25,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-11-25,THE STORYTELLER,Dave Grohl,3,Dey Street
2023-11-25,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,4,Metropolitan
2023-11-25,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,5,Vintage
2023-11-25,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions
2023-11-25,THE LYRICS: 1956 TO THE PRESENT,Paul McCartney,7,Liveright
2023-11-25,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,8,Harper Perennial
2023-11-25,CRYING IN H MART,Michelle Zauner,9,Vintage
2023-11-25,THE BOYS IN THE BOAT,Daniel James Brown,10,Penguin
2023-11-25,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2023-11-25,ISRAEL,Noa Tish,12,Free Press
2023-11-25,THE REVOLUTIONARY,Stacy Schiff,13,Back Bay
2023-11-25,TALKING TO STRANGERS,Malcolm Gladwell,14,Back Bay
2023-11-25,ALL ABOUT LOVE,bell hooks,15,Morrow
2023-12-02,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-12-02,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-12-02,THE STORYTELLER,Dave Grohl,3,Dey Street
2023-12-02,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,4,Harper Perennial
2023-12-02,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,5,Metropolitan
2023-12-02,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,6,Vintage
2023-12-02,THE BOYS IN THE BOAT,Daniel James Brown,7,Penguin
2023-12-02,THE LYRICS: 1956 TO THE PRESENT,Paul McCartney,8,Liveright
2023-12-02,THE REVOLUTIONARY,Stacy Schiff,9,Back Bay
2023-12-02,BRAIDING SWEETGRASS,Robin Wall Kimmerer,10,Milkweed Editions
2023-12-02,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2023-12-02,AN IMMENSE WORLD,Ed Yong,12,Random House
2023-12-02,CRYING IN H MART,Michelle Zauner,13,Vintage
2023-12-02,TALKING TO STRANGERS,Malcolm Gladwell,14,Back Bay
2023-12-02,ALL ABOUT LOVE,bell hooks,15,Morrow
2023-12-09,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-12-09,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-12-09,THE BOYS IN THE BOAT,Daniel James Brown,3,Penguin
2023-12-09,THE STORYTELLER,Dave Grohl,4,Dey Street
2023-12-09,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,5,Metropolitan
2023-12-09,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions
2023-12-09,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,7,Vintage
2023-12-09,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,8,Harper Perennial
2023-12-09,THE LYRICS: 1956 TO THE PRESENT,Paul McCartney,9,Liveright
2023-12-09,SAPIENS,Yuval Noah Harari,10,Harper Perennial
2023-12-09,THE REVOLUTIONARY,Stacy Schiff,11,Back Bay
2023-12-09,CRYING IN H MART,Michelle Zauner,12,Vintage
2023-12-09,AN IMMENSE WORLD,Ed Yong,13,Random House
2023-12-09,ALL ABOUT LOVE,bell hooks,14,Morrow
2023-12-09,THE SONG OF THE CELL,Siddhartha Mukherjee,15,Scribner
2023-12-16,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-12-16,THE BOYS IN THE BOAT,Daniel James Brown,2,Penguin
2023-12-16,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2023-12-16,THE STORYTELLER,Dave Grohl,4,Dey Street
2023-12-16,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,5,Vintage
2023-12-16,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions
2023-12-16,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,7,Metropolitan
2023-12-16,THE LYRICS: 1956 TO THE PRESENT,Paul McCartney,8,Liveright
