,Date,Title,Author,Rank,Publisher,Weeks on List,On a Celebrity Reading List,Rating,Awards Count,Publication Season
514,2020-08-15,JUST MERCY,Bryan Stevenson,5,One World,218,False,4.63,8.0,Summer
515,2020-08-15,BORN A CRIME,Trevor Noah,6,One World,79,False,4.49,6.0,Fall
516,2020-08-15,THE TRUTHS WE HOLD,Kamala Harris,7,Penguin,1,False,4.03,0.0,Summer
517,2020-08-15,THE COLOR OF LAW,Richard Rothstein,8,Liveright,16,False,4.44,1.0,Summer
518,2020-08-15,THE BODY KEEPS THE SCORE,Bessel van der Kolk,9,Penguin,95,False,4.38,0.0,Fall
519,2020-08-15,ON TYRANNY,Timothy Snyder,10,Tim Duggan,69,False,4.2,1.0,Spring
520,2020-08-15,STAMPED FROM THE BEGINNING,Ibram X Kendi,11,Bold Type,13,False,4.53,4.0,Summer
521,2020-08-15,ALEXANDER HAMILTON,Ron Chernow,12,Penguin,115,False,4.22,2.0,Spring
522,2020-08-15,MY GRANDMOTHER'S HANDS,Resmaa Menakem,13,Central Recovery,3,False,4.4,0.0,Summer
523,2020-08-15,BRAIDING SWEETGRASS,Robin Wall Kimmerer,14,Milkweed Editions,21,False,4.53,2.0,Fall
524,2020-08-15,THE GREAT INFLUENZA,John M. Barry,15,Penguin,17,False,3.98,0.0,Fall
525,2020-08-22,JUST MERCY,Bryan Stevenson,1,One World,219,False,4.63,8.0,Summer
526,2020-08-22,WHITE FRAGILITY,Robin DiAngelo,2,Beacon,103,False,4.17,0.0,Summer
527,2020-08-22,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal,14,False,4.49,3.0,Fall
528,2020-08-22,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,4,Vintage,34,False,4.47,8.0,Fall
529,2020-08-22,THE NEW JIM CROW,Michelle Alexander,5,New Press,200,False,4.52,0.0,Spring
530,2020-08-22,BORN A CRIME,Trevor Noah,6,One World,80,False,4.49,6.0,Fall
531,2020-08-22,THE COLOR OF LAW,Richard Rothstein,7,Liveright,17,False,4.44,1.0,Summer
532,2020-08-22,THE BODY KEEPS THE SCORE,Bessel van der Kolk,8,Penguin,96,False,4.38,0.0,Fall
533,2020-08-22,STAMPED FROM THE BEGINNING,Ibram X Kendi,9,Bold Type,14,False,4.53,4.0,Summer
534,2020-08-22,THE TRUTHS WE HOLD,Kamala Harris,10,Penguin,2,False,4.03,0.0,Summer
535,2020-08-22,ALEXANDER HAMILTON,Ron Chernow,11,Penguin,116,False,4.22,2.0,Spring
536,2020-08-22,INTIMATIONS,Zadie Smith,12,Penguin,2,False,3.99,1.0,Summer
537,2020-08-22,MY GRANDMOTHER'S HANDS,Resmaa Menakem,13,Central Recovery,4,False,4.4,0.0,Summer
538,2020-08-22,BRAIDING SWEETGRASS,Robin Wall Kimmerer,14,Milkweed Editions,22,False,4.53,2.0,Fall
539,2020-08-22,ON TYRANNY,Timothy Snyder,15,Tim Duggan,70,False,4.2,1.0,Spring
540,2020-08-29,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,104,False,4.17,0.0,Summer
541,2020-08-29,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,15,False,4.49,3.0,Fall
542,2020-08-29,BORN A CRIME,Trevor Noah,3,One World,81,False,4.49,6.0,Fall
543,2020-08-29,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,4,Vintage,35,False,4.47,8.0,Fall
544,2020-08-29,JUST MERCY,Bryan Stevenson,5,One World,220,False,4.63,8.0,Summer
545,2020-08-29,THE COLOR OF LAW,Richard Rothstein,6,Liveright,18,False,4.44,1.0,Summer
546,2020-08-29,THE NEW JIM CROW,Michelle Alexander,7,New Press,201,False,4.52,0.0,Spring
547,2020-08-29,STAMPED FROM THE BEGINNING,Ibram X Kendi,8,Bold Type,15,False,4.53,4.0,Summer
548,2020-08-29,THE BODY KEEPS THE SCORE,Bessel van der Kolk,9,Penguin,97,False,4.38,0.0,Fall
549,2020-08-29,BRAIDING SWEETGRASS,Robin Wall Kimmerer,10,Milkweed Editions,23,False,4.53,2.0,Fall
550,2020-08-29,ALEXANDER HAMILTON,Ron Chernow,11,Penguin,117,False,4.22,2.0,Spring
551,2020-08-29,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,12,Basic,9,False,4.34,0.0,Spring
552,2020-08-29,I'LL BE GONE IN THE DARK,Michelle McNamara,13,Harper Perennial,19,False,4.12,4.0,Spring
553,2020-08-29,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery,5,False,4.4,0.0,Summer
554,2020-08-29,ON TYRANNY,Timothy Snyder,15,Tim Duggan,71,False,4.2,1.0,Spring
555,2020-09-05,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,105,False,4.17,0.0,Summer
556,2020-09-05,JUST MERCY,Bryan Stevenson,2,One World,221,False,4.63,8.0,Summer
557,2020-09-05,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal,16,False,4.49,3.0,Fall
558,2020-09-05,BORN A CRIME,Trevor Noah,4,One World,82,False,4.49,6.0,Fall
559,2020-09-05,THE NEW JIM CROW,Michelle Alexander,5,New Press,202,False,4.52,0.0,Spring
560,2020-09-05,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,6,Vintage,36,False,4.47,8.0,Fall
561,2020-09-05,THE COLOR OF LAW,Richard Rothstein,7,Liveright,19,False,4.44,1.0,Summer
562,2020-09-05,STAMPED FROM THE BEGINNING,Ibram X Kendi,8,Bold Type,16,False,4.53,4.0,Summer
563,2020-09-05,THE BODY KEEPS THE SCORE,Bessel van der Kolk,9,Penguin,98,False,4.38,0.0,Fall
564,2020-09-05,ALEXANDER HAMILTON,Ron Chernow,10,Penguin,118,False,4.22,2.0,Spring
565,2020-09-05,ON TYRANNY,Timothy Snyder,11,Tim Duggan,72,False,4.2,1.0,Spring
566,2020-09-05,A WOMAN OF NO IMPORTANCE,Sonia Purnell,12,Penguin,10,False,4.15,4.0,Spring
567,2020-09-05,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,13,Basic,10,False,4.34,0.0,Spring
568,2020-09-05,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery,6,False,4.4,0.0,Summer
569,2020-09-05,SAPIENS,Yuval Noah Harari,15,Harper Perennial,112,False,4.35,2.0,Spring
570,2020-09-12,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,106,False,4.17,0.0,Summer
571,2020-09-12,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,17,False,4.49,3.0,Fall
572,2020-09-12,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,99,False,4.38,0.0,Fall
573,2020-09-12,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,4,Vintage,37,False,4.47,8.0,Fall
574,2020-09-12,BORN A CRIME,Trevor Noah,5,One World,83,False,4.49,6.0,Fall
575,2020-09-12,JUST MERCY,Bryan Stevenson,6,One World,222,False,4.63,8.0,Summer
576,2020-09-12,THE COLOR OF LAW,Richard Rothstein,7,Liveright,20,False,4.44,1.0,Summer
577,2020-09-12,STAMPED FROM THE BEGINNING,Ibram X Kendi,8,Bold Type,17,False,4.53,4.0,Summer
578,2020-09-12,THE NEW JIM CROW,Michelle Alexander,9,New Press,203,False,4.52,0.0,Spring
579,2020-09-12,OUR MALADY,Timothy Snyder,10,Crown,1,False,4.15,0.0,Fall
580,2020-09-12,ON TYRANNY,Timothy Snyder,11,Tim Duggan,73,False,4.2,1.0,Spring
581,2020-09-12,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,12,Basic,11,False,4.34,0.0,Spring
582,2020-09-12,A WOMAN OF NO IMPORTANCE,Sonia Purnell,13,Penguin,11,False,4.15,4.0,Spring
583,2020-09-12,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery,7,False,4.4,0.0,Summer
584,2020-09-12,KNOW MY NAME,Chanel Miller,15,Penguin,1,False,4.7,5.0,Summer
585,2020-09-19,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,107,False,4.17,0.0,Summer
586,2020-09-19,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,18,False,4.49,3.0,Fall
587,2020-09-19,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,100,False,4.38,0.0,Fall
588,2020-09-19,JUST MERCY,Bryan Stevenson,4,One World,223,False,4.63,8.0,Summer
589,2020-09-19,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,5,Vintage,38,False,4.47,8.0,Fall
590,2020-09-19,BORN A CRIME,Trevor Noah,6,One World,84,False,4.49,6.0,Fall
591,2020-09-19,THE COLOR OF LAW,Richard Rothstein,7,Liveright,21,False,4.44,1.0,Summer
592,2020-09-19,STAMPED FROM THE BEGINNING,Ibram X Kendi,8,Bold Type,18,False,4.53,4.0,Summer
593,2020-09-19,THE NEW JIM CROW,Michelle Alexander,9,New Press,204,False,4.52,0.0,Spring
594,2020-09-19,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,10,Basic,12,False,4.34,0.0,Spring
595,2020-09-19,ON TYRANNY,Timothy Snyder,11,Tim Duggan,74,False,4.2,1.0,Spring
596,2020-09-19,FEAR,Bob Woodward,12,Simon & Schuster,1,False,3.87,1.0,Summer
597,2020-09-19,ALEXANDER HAMILTON,Ron Chernow,13,Penguin,119,False,4.22,2.0,Spring
598,2020-09-19,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery,8,False,4.4,0.0,Summer
599,2020-09-19,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,15,Simon & Schuster,9,False,4.03,0.0,Fall
600,2020-09-26,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,1,Simon & Schuster,10,False,4.03,0.0,Fall
601,2020-09-26,WHITE FRAGILITY,Robin DiAngelo,2,Beacon,108,False,4.17,0.0,Summer
602,2020-09-26,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,101,False,4.38,0.0,Fall
603,2020-09-26,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,4,Seal,19,False,4.49,3.0,Fall
604,2020-09-26,STAMPED FROM THE BEGINNING,Ibram X Kendi,5,Bold Type,19,False,4.53,4.0,Summer
605,2020-09-26,JUST MERCY,Bryan Stevenson,6,One World,224,False,4.63,8.0,Summer
606,2020-09-26,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,7,Vintage,39,False,4.47,8.0,Fall
607,2020-09-26,BORN A CRIME,Trevor Noah,8,One World,85,False,4.49,6.0,Fall
608,2020-09-26,THE COLOR OF LAW,Richard Rothstein,9,Liveright,22,False,4.44,1.0,Summer
609,2020-09-26,THE NEW JIM CROW,Michelle Alexander,10,New Press,205,False,4.52,0.0,Spring
610,2020-09-26,BRAIDING SWEETGRASS,Robin Wall Kimmerer,11,Milkweed Editions,24,False,4.53,2.0,Fall
611,2020-09-26,RUTH BADER GINSBURG: A LIFE,Jane Sherron De Hart,12,Vintage,1,False,4.21,0.0,Spring
612,2020-09-26,ON TYRANNY,Timothy Snyder,13,Tim Duggan,75,False,4.2,1.0,Spring
613,2020-09-26,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery,9,False,4.4,0.0,Summer
614,2020-09-26,THE TRUTHS WE HOLD,Kamala Harris,15,Penguin,3,False,4.03,0.0,Summer
615,2020-10-03,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,1,Simon & Schuster,11,False,4.03,0.0,Fall
616,2020-10-03,WHITE FRAGILITY,Robin DiAngelo,2,Beacon,109,False,4.17,0.0,Summer
617,2020-10-03,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,102,False,4.38,0.0,Fall
618,2020-10-03,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,4,Seal,20,False,4.49,3.0,Fall
619,2020-10-03,STAMPED FROM THE BEGINNING,Ibram X Kendi,5,Bold Type,20,False,4.53,4.0,Summer
620,2020-10-03,JUST MERCY,Bryan Stevenson,6,One World,225,False,4.63,8.0,Summer
621,2020-10-03,BORN A CRIME,Trevor Noah,7,One World,86,False,4.49,6.0,Fall
622,2020-10-03,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage,40,False,4.47,8.0,Fall
623,2020-10-03,THE COLOR OF LAW,Richard Rothstein,9,Liveright,23,False,4.44,1.0,Summer
624,2020-10-03,THE NEW JIM CROW,Michelle Alexander,10,New Press,206,False,4.52,0.0,Spring
625,2020-10-03,THE TRUTHS WE HOLD,Kamala Harris,11,Penguin,4,False,4.03,0.0,Summer
626,2020-10-03,SAPIENS,Yuval Noah Harari,12,Harper Perennial,113,False,4.35,2.0,Spring
627,2020-10-03,BRAIDING SWEETGRASS,Robin Wall Kimmerer,13,Milkweed Editions,25,False,4.53,2.0,Fall
628,2020-10-03,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery,10,False,4.4,0.0,Summer
629,2020-10-03,ON TYRANNY,Timothy Snyder,15,Tim Duggan,76,False,4.2,1.0,Spring
630,2020-10-10,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,110,False,4.17,0.0,Summer
631,2020-10-10,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,2,Simon & Schuster,12,False,4.03,0.0,Fall
632,2020-10-10,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,103,False,4.38,0.0,Fall
633,2020-10-10,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,4,Seal,21,False,4.49,3.0,Fall
634,2020-10-10,JUST MERCY,Bryan Stevenson,5,One World,226,False,4.63,8.0,Summer
635,2020-10-10,STAMPED FROM THE BEGINNING,Ibram X Kendi,6,Bold Type,21,False,4.53,4.0,Summer
636,2020-10-10,THE TRUTHS WE HOLD,Kamala Harris,7,Penguin,5,False,4.03,0.0,Summer
637,2020-10-10,THE COLOR OF LAW,Richard Rothstein,8,Liveright,24,False,4.44,1.0,Summer
638,2020-10-10,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,9,Vintage,41,False,4.47,8.0,Fall
639,2020-10-10,BRAIDING SWEETGRASS,Robin Wall Kimmerer,10,Milkweed Editions,26,False,4.53,2.0,Fall
640,2020-10-10,THE NEW JIM CROW,Michelle Alexander,11,New Press,207,False,4.52,0.0,Spring
641,2020-10-10,BORN A CRIME,Trevor Noah,12,One World,87,False,4.49,6.0,Fall
642,2020-10-10,ON TYRANNY,Timothy Snyder,13,Tim Duggan,77,False,4.2,1.0,Spring
643,2020-10-10,SAPIENS,Yuval Noah Harari,14,Harper Perennial,114,False,4.35,2.0,Spring
644,2020-10-10,MY GRANDMOTHER'S HANDS,Resmaa Menakem,15,Central Recovery,11,False,4.4,0.0,Summer
645,2020-10-17,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,111,False,4.17,0.0,Summer
646,2020-10-17,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,2,Simon & Schuster,13,False,4.03,0.0,Fall
647,2020-10-17,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,104,False,4.38,0.0,Fall
648,2020-10-17,THE COLOR OF LAW,Richard Rothstein,4,Liveright,25,False,4.44,1.0,Summer
649,2020-10-17,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,5,Vintage,42,False,4.47,8.0,Fall
650,2020-10-17,JUST MERCY,Bryan Stevenson,6,One World,227,False,4.63,8.0,Summer
651,2020-10-17,BRAIDING SWEETGRASS,Robin Wall Kimmerer,7,Milkweed Editions,27,False,4.53,2.0,Fall
652,2020-10-17,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,8,Seal,22,False,4.49,3.0,Fall
653,2020-10-17,BORN A CRIME,Trevor Noah,9,One World,88,False,4.49,6.0,Fall
654,2020-10-17,THE NEW JIM CROW,Michelle Alexander,10,New Press,208,False,4.52,0.0,Spring
655,2020-10-17,WHAT UNITES US,Dan Rather and Elliot Kirschner,11,Algonquin,1,False,4.31,0.0,Fall
656,2020-10-17,SAPIENS,Yuval Noah Harari,12,Harper Perennial,115,False,4.35,2.0,Spring
657,2020-10-17,STAMPED FROM THE BEGINNING,Ibram X Kendi,13,Bold Type,22,False,4.53,4.0,Summer
658,2020-10-17,HILLBILLY ELEGY,JD Vance,14,Harper,54,False,3.86,5.0,Summer
659,2020-10-17,THE TRUTHS WE HOLD,Kamala Harris,15,Penguin,6,False,4.03,0.0,Summer
660,2020-10-24,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,112,False,4.17,0.0,Summer
661,2020-10-24,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,2,Simon & Schuster,14,False,4.03,0.0,Fall
662,2020-10-24,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,105,False,4.38,0.0,Fall
663,2020-10-24,THE COLOR OF LAW,Richard Rothstein,4,Liveright,26,False,4.44,1.0,Summer
664,2020-10-24,JUST MERCY,Bryan Stevenson,5,One World,228,False,4.63,8.0,Summer
665,2020-10-24,WHAT UNITES US,Dan Rather and Elliot Kirschner,6,Algonquin,2,False,4.31,0.0,Fall
666,2020-10-24,SHADE,Pete Souza,7,"Voracious/Little, Brown",1,False,4.15,0.0,Fall
667,2020-10-24,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage,43,False,4.47,8.0,Fall
668,2020-10-24,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,9,Seal,23,False,4.49,3.0,Fall
669,2020-10-24,BRAIDING SWEETGRASS,Robin Wall Kimmerer,10,Milkweed Editions,28,False,4.53,2.0,Fall
670,2020-10-24,THE NEW JIM CROW,Michelle Alexander,11,New Press,209,False,4.52,0.0,Spring
671,2020-10-24,BORN A CRIME,Trevor Noah,12,One World,89,False,4.49,6.0,Fall
672,2020-10-24,SAPIENS,Yuval Noah Harari,13,Harper Perennial,116,False,4.35,2.0,Spring
673,2020-10-24,HILLBILLY ELEGY,JD Vance,14,Harper,55,False,3.86,5.0,Summer
674,2020-10-24,STAMPED FROM THE BEGINNING,Ibram X Kendi,15,Bold Type,23,False,4.53,4.0,Summer
675,2020-10-31,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,1,Simon & Schuster,15,False,4.03,0.0,Fall
676,2020-10-31,WHITE FRAGILITY,Robin DiAngelo,2,Beacon,113,False,4.17,0.0,Summer
677,2020-10-31,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,106,False,4.38,0.0,Fall
678,2020-10-31,SHADE,Pete Souza,4,"Voracious/Little, Brown",2,False,4.15,0.0,Fall
679,2020-10-31,THE COLOR OF LAW,Richard Rothstein,5,Liveright,27,False,4.44,1.0,Summer
680,2020-10-31,JUST MERCY,Bryan Stevenson,6,One World,229,False,4.63,8.0,Summer
681,2020-10-31,WHAT UNITES US,Dan Rather and Elliot Kirschner,7,Algonquin,3,False,4.31,0.0,Fall
682,2020-10-31,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage,44,False,4.47,8.0,Fall
683,2020-10-31,BRAIDING SWEETGRASS,Robin Wall Kimmerer,9,Milkweed Editions,29,False,4.53,2.0,Fall
684,2020-10-31,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,10,Seal,24,False,4.49,3.0,Fall
685,2020-10-31,THE NEW JIM CROW,Michelle Alexander,11,New Press,210,False,4.52,0.0,Spring
686,2020-10-31,BORN A CRIME,Trevor Noah,12,One World,90,False,4.49,6.0,Fall
687,2020-10-31,SAPIENS,Yuval Noah Harari,13,Harper Perennial,117,False,4.35,2.0,Spring
688,2020-10-31,THE SOUL OF AMERICA,Jon Meacham,14,Random House,6,False,4.26,1.0,Spring
689,2020-10-31,"THINKING, FAST AND SLOW",Daniel Kahneman,15,"Farrar, Straus & Giroux",253,False,4.18,4.0,Fall
690,2020-11-07,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,114,False,4.17,0.0,Summer
691,2020-11-07,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,2,Simon & Schuster,16,False,4.03,0.0,Fall
692,2020-11-07,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,107,False,4.38,0.0,Fall
693,2020-11-07,SHADE,Pete Souza,4,"Voracious/Little, Brown",3,False,4.15,0.0,Fall
694,2020-11-07,THE COLOR OF LAW,Richard Rothstein,5,Liveright,28,False,4.44,1.0,Summer
695,2020-11-07,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,6,Vintage,45,False,4.47,8.0,Fall
696,2020-11-07,THE TRUTHS WE HOLD,Kamala Harris,7,Penguin,7,False,4.03,0.0,Summer
697,2020-11-07,CONVERSATIONS WITH RBG,Jeffrey Rosen,8,Picador,1,False,4.15,0.0,Fall
698,2020-11-07,BRAIDING SWEETGRASS,Robin Wall Kimmerer,9,Milkweed Editions,30,False,4.53,2.0,Fall
699,2020-11-07,JUST MERCY,Bryan Stevenson,10,One World,230,False,4.63,8.0,Summer
700,2020-11-07,THE NEW JIM CROW,Michelle Alexander,11,New Press,211,False,4.52,0.0,Spring
701,2020-11-07,LEAD FROM THE OUTSIDE,Stacey Abrams,12,Picador,6,False,4.24,0.0,Spring
702,2020-11-07,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,13,Seal,25,False,4.49,3.0,Fall
703,2020-11-07,WHAT UNITES US,Dan Rather and Elliot Kirschner,14,Algonquin,4,False,4.31,0.0,Fall
704,2020-11-07,BORN A CRIME,Trevor Noah,15,One World,91,False,4.49,6.0,Fall
705,2020-11-14,THE TRUTHS WE HOLD,Kamala Harris,1,Penguin,8,False,4.03,0.0,Summer
706,2020-11-14,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,2,Simon & Schuster,17,False,4.03,0.0,Fall
707,2020-11-14,LEAD FROM THE OUTSIDE,Stacey Abrams,3,Picador,7,False,4.24,0.0,Spring
708,2020-11-14,THE BODY KEEPS THE SCORE,Bessel van der Kolk,4,Penguin,108,False,4.38,0.0,Fall
709,2020-11-14,WHITE FRAGILITY,Robin DiAngelo,5,Beacon,115,False,4.17,0.0,Summer
710,2020-11-14,WHAT UNITES US,Dan Rather and Elliot Kirschner,6,Algonquin,5,False,4.31,0.0,Fall
711,2020-11-14,SHADE,Pete Souza,7,"Voracious/Little, Brown",4,False,4.15,0.0,Fall
712,2020-11-14,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage,46,False,4.47,8.0,Fall
713,2020-11-14,BRAIDING SWEETGRASS,Robin Wall Kimmerer,9,Milkweed Editions,31,False,4.53,2.0,Fall
714,2020-11-14,THE SOUL OF AMERICA,Jon Meacham,10,Random House,7,False,4.26,1.0,Spring
715,2020-11-14,THE COLOR OF LAW,Richard Rothstein,11,Liveright,29,False,4.44,1.0,Summer
716,2020-11-14,"PROMISE ME, DAD",Joe Biden,12,Flatiron,2,False,4.14,0.0,Fall
717,2020-11-14,THE NEW JIM CROW,Michelle Alexander,13,New Press,212,False,4.52,0.0,Spring
718,2020-11-14,BORN A CRIME,Trevor Noah,14,One World,92,False,4.49,6.0,Fall
719,2020-11-14,SAPIENS,Yuval Noah Harari,15,Harper Perennial,118,False,4.35,2.0,Spring
720,2020-11-21,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,1,Simon & Schuster,18,False,4.03,0.0,Fall
721,2020-11-21,NO ONE ASKED FOR THIS,Cazzie David,2,Mariner,1,False,3.55,0.0,Fall
722,2020-11-21,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,109,False,4.38,0.0,Fall
723,2020-11-21,THE TRUTHS WE HOLD,Kamala Harris,4,Penguin,9,False,4.03,0.0,Summer
724,2020-11-21,WHITE FRAGILITY,Robin DiAngelo,5,Beacon,116,False,4.17,0.0,Summer
725,2020-11-21,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions,32,False,4.53,2.0,Fall
726,2020-11-21,SHADE,Pete Souza,7,"Voracious/Little, Brown",5,False,4.15,0.0,Fall
727,2020-11-21,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage,47,False,4.47,8.0,Fall
728,2020-11-21,SAPIENS,Yuval Noah Harari,9,Harper Perennial,119,False,4.35,2.0,Spring
729,2020-11-21,WHAT UNITES US,Dan Rather and Elliot Kirschner,10,Algonquin,6,False,4.31,0.0,Fall
730,2020-11-21,BORN A CRIME,Trevor Noah,11,One World,93,False,4.49,6.0,Fall
731,2020-11-21,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,12,Seal,26,False,4.49,3.0,Fall
732,2020-11-21,LEAD FROM THE OUTSIDE,Stacey Abrams,13,Picador,8,False,4.24,0.0,Spring
733,2020-11-21,THE COLOR OF LAW,Richard Rothstein,14,Liveright,30,False,4.44,1.0,Summer
734,2020-11-21,DREAMS FROM MY FATHER,Barack Obama,15,Crown,157,False,3.93,2.0,Spring
735,2020-11-28,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,1,Simon & Schuster,19,False,4.03,0.0,Fall
736,2020-11-28,HILLBILLY ELEGY,JD Vance,2,Harper,56,False,3.86,5.0,Summer
737,2020-11-28,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,110,False,4.38,0.0,Fall
738,2020-11-28,THE TRUTHS WE HOLD,Kamala Harris,4,Penguin,10,False,4.03,0.0,Summer
739,2020-11-28,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,33,False,4.53,2.0,Fall
740,2020-11-28,WHITE FRAGILITY,Robin DiAngelo,6,Beacon,117,False,4.17,0.0,Summer
741,2020-11-28,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,7,Vintage,48,False,4.47,8.0,Fall
742,2020-11-28,SAPIENS,Yuval Noah Harari,8,Harper Perennial,120,False,4.35,2.0,Spring
743,2020-11-28,WHAT UNITES US,Dan Rather and Elliot Kirschner,9,Algonquin,7,False,4.31,0.0,Fall
744,2020-11-28,BORN A CRIME,Trevor Noah,10,One World,94,False,4.49,6.0,Fall
745,2020-11-28,SHADE,Pete Souza,11,"Voracious/Little, Brown",6,False,4.15,0.0,Fall
746,2020-11-28,THE COLOR OF LAW,Richard Rothstein,12,Liveright,31,False,4.44,1.0,Summer
747,2020-11-28,LEAD FROM THE OUTSIDE,Stacey Abrams,13,Picador,9,False,4.24,0.0,Spring
748,2020-11-28,THE NEW JIM CROW,Michelle Alexander,14,New Press,213,False,4.52,0.0,Spring
749,2020-11-28,"THINKING, FAST AND SLOW",Daniel Kahneman,15,"Farrar, Straus & Giroux",254,False,4.18,4.0,Fall
750,2020-12-05,HILLBILLY ELEGY,JD Vance,1,Harper,57,False,3.86,5.0,Summer
751,2020-12-05,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,2,Simon & Schuster,20,False,4.03,0.0,Fall
752,2020-12-05,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,34,False,4.53,2.0,Fall
753,2020-12-05,THE BODY KEEPS THE SCORE,Bessel van der Kolk,4,Penguin,111,False,4.38,0.0,Fall
754,2020-12-05,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,5,Vintage,49,False,4.47,8.0,Fall
755,2020-12-05,THE TRUTHS WE HOLD,Kamala Harris,6,Penguin,11,False,4.03,0.0,Summer
