,Date,Title,Author,Rank,Publisher,Weeks on List,On a Celebrity Reading List,Rating,Awards Count,Publication Season
2529,2023-03-11,SOUTH TO AMERICA,Imani Perry,10,Ecco,2,False,3.97,4.0,Spring
2530,2023-03-11,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,11,One World,5,False,4.37,1.0,Spring
2531,2023-03-11,THE BOMBER MAFIA,Malcolm Gladwell,12,Back Bay,30,False,4.03,1.0,Spring
2532,2023-03-11,KILLERS OF THE FLOWER MOON,David Grann,13,Vintage,106,False,4.14,8.0,Spring
2533,2023-03-11,BETWEEN TWO KINGDOMS,Suleika Jaouad,14,Random House,18,False,4.43,1.0,Spring
2534,2023-03-11,DOPAMINE NATION,Anna Lembke,15,Dutton,6,False,3.91,0.0,Spring
2535,2023-03-18,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,230,False,4.38,0.0,Fall
2536,2023-03-18,ALL ABOUT LOVE,bell hooks,2,Morrow,67,False,4.04,1.0,Spring
2537,2023-03-18,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,153,False,4.53,2.0,Fall
2538,2023-03-18,"THINKING, FAST AND SLOW",Daniel Kahneman,4,"Farrar, Straus & Giroux",354,False,4.18,4.0,Fall
2539,2023-03-18,CASTE,Isabel Wilkerson,5,Random House,5,True,4.53,8.0,Spring
2540,2023-03-18,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,77,False,4.0,1.0,Fall
2541,2023-03-18,THE NINETIES,Chuck Klosterman,7,Penguin,7,False,3.87,1.0,Spring
2542,2023-03-18,SOUTH TO AMERICA,Imani Perry,8,Ecco,3,False,3.97,4.0,Spring
2543,2023-03-18,THE BOMBER MAFIA,Malcolm Gladwell,9,Back Bay,31,False,4.03,1.0,Spring
2544,2023-03-18,KILLERS OF THE FLOWER MOON,David Grann,10,Vintage,107,False,4.14,8.0,Spring
2545,2023-03-18,BORN A CRIME,Trevor Noah,11,One World,187,False,4.49,6.0,Fall
2546,2023-03-18,EDUCATED,Tara Westover,12,Random House,44,False,4.47,10.0,Spring
2547,2023-03-18,DOPAMINE NATION,Anna Lembke,13,Dutton,7,False,3.91,0.0,Spring
2548,2023-03-18,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,14,One World,6,False,4.37,1.0,Spring
2549,2023-03-18,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House,19,False,4.43,1.0,Spring
2550,2023-03-25,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,231,False,4.38,0.0,Fall
2551,2023-03-25,ALL ABOUT LOVE,bell hooks,2,Morrow,68,False,4.04,1.0,Spring
2552,2023-03-25,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,154,False,4.53,2.0,Fall
2553,2023-03-25,"THINKING, FAST AND SLOW",Daniel Kahneman,4,"Farrar, Straus & Giroux",355,False,4.18,4.0,Fall
2554,2023-03-25,THE ANTHROPOCENE REVIEWED,John Green,5,Dutton,1,False,4.36,0.0,Summer
2555,2023-03-25,CASTE,Isabel Wilkerson,6,Random House,6,True,4.53,8.0,Spring
2556,2023-03-25,EVICTED,Matthew Desmond,7,Broadway,43,False,4.47,8.0,Spring
2557,2023-03-25,EDUCATED,Tara Westover,8,Random House,45,False,4.47,10.0,Spring
2558,2023-03-25,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay,78,False,4.0,1.0,Fall
2559,2023-03-25,SOUTH TO AMERICA,Imani Perry,10,Ecco,4,False,3.97,4.0,Spring
2560,2023-03-25,THE NINETIES,Chuck Klosterman,11,Penguin,8,False,3.87,1.0,Spring
2561,2023-03-25,GRIT,Angela Duckworth,12,Scribner,140,False,4.08,1.0,Fall
2562,2023-03-25,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,13,Harper Perennial,1,False,3.99,0.0,Spring
2563,2023-03-25,KILLERS OF THE FLOWER MOON,David Grann,14,Vintage,108,False,4.14,8.0,Spring
2564,2023-03-25,DOPAMINE NATION,Anna Lembke,15,Dutton,8,False,3.91,0.0,Spring
2565,2023-04-01,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,232,False,4.38,0.0,Fall
2566,2023-04-01,CRYING IN H MART,Michelle Zauner,2,Vintage,1,False,4.26,3.0,Spring
2567,2023-04-01,ALL ABOUT LOVE,bell hooks,3,Morrow,69,False,4.04,1.0,Spring
2568,2023-04-01,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,155,False,4.53,2.0,Fall
2569,2023-04-01,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux",356,False,4.18,4.0,Fall
2570,2023-04-01,KILLERS OF THE FLOWER MOON,David Grann,6,Vintage,109,False,4.14,8.0,Spring
2571,2023-04-01,DOPAMINE NATION,Anna Lembke,7,Dutton,9,False,3.91,0.0,Spring
2572,2023-04-01,THE GLASS CASTLE,Jeannette Walls,8,Scribner,462,False,4.32,2.0,Fall
2573,2023-04-01,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay,79,False,4.0,1.0,Fall
2574,2023-04-01,JUST MERCY,Bryan Stevenson,10,One World,303,False,4.63,8.0,Summer
2575,2023-04-01,GRIT,Angela Duckworth,11,Scribner,141,False,4.08,1.0,Fall
2576,2023-04-01,CASTE,Isabel Wilkerson,12,Random House,7,True,4.53,8.0,Spring
2577,2023-04-01,THE ANTHROPOCENE REVIEWED,John Green,13,Dutton,2,False,4.36,0.0,Summer
2578,2023-04-01,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,14,Harper Perennial,2,False,3.99,0.0,Spring
2579,2023-04-01,THE NINETIES,Chuck Klosterman,15,Penguin,9,False,3.87,1.0,Spring
2580,2023-04-08,CRYING IN H MART,Michelle Zauner,1,Vintage,2,False,4.26,3.0,Spring
2581,2023-04-08,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin,233,False,4.38,0.0,Fall
2582,2023-04-08,ALL ABOUT LOVE,bell hooks,3,Morrow,70,False,4.04,1.0,Spring
2583,2023-04-08,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,156,False,4.53,2.0,Fall
2584,2023-04-08,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux",357,False,4.18,4.0,Fall
2585,2023-04-08,THE GLASS CASTLE,Jeannette Walls,6,Scribner,463,False,4.32,2.0,Fall
2586,2023-04-08,FINDING ME,Viola Davis,7,HarperOne,1,True,4.55,3.0,Spring
2587,2023-04-08,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,8,Picador,1,False,4.2,1.0,Fall
2588,2023-04-08,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay,80,False,4.0,1.0,Fall
2589,2023-04-08,THE ANTHROPOCENE REVIEWED,John Green,10,Dutton,3,False,4.36,0.0,Summer
2590,2023-04-08,CASTE,Isabel Wilkerson,11,Random House,8,True,4.53,8.0,Spring
2591,2023-04-08,GRIT,Angela Duckworth,12,Scribner,142,False,4.08,1.0,Fall
2592,2023-04-08,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,13,Harper Perennial,3,False,3.99,0.0,Spring
2593,2023-04-08,KILLERS OF THE FLOWER MOON,David Grann,14,Vintage,110,False,4.14,8.0,Spring
2594,2023-04-08,SHOE DOG,Phil Knight,15,Scribner,44,False,4.47,1.0,Fall
2595,2023-04-15,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,234,False,4.38,0.0,Fall
2596,2023-04-15,CRYING IN H MART,Michelle Zauner,2,Vintage,3,False,4.26,3.0,Spring
2597,2023-04-15,ALL ABOUT LOVE,bell hooks,3,Morrow,71,False,4.04,1.0,Spring
2598,2023-04-15,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,157,False,4.53,2.0,Fall
2599,2023-04-15,FINDING ME,Viola Davis,5,HarperOne,2,True,4.55,3.0,Spring
2600,2023-04-15,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux",358,False,4.18,4.0,Fall
2601,2023-04-15,KILLERS OF THE FLOWER MOON,David Grann,7,Vintage,111,False,4.14,8.0,Spring
2602,2023-04-15,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,8,Picador,2,False,4.2,1.0,Fall
2603,2023-04-15,THE GLASS CASTLE,Jeannette Walls,9,Scribner,464,False,4.32,2.0,Fall
2604,2023-04-15,BORN A CRIME,Trevor Noah,10,One World,188,False,4.49,6.0,Fall
2605,2023-04-15,TALKING TO STRANGERS,Malcolm Gladwell,11,Back Bay,81,False,4.0,1.0,Fall
2606,2023-04-15,GRIT,Angela Duckworth,12,Scribner,143,False,4.08,1.0,Fall
2607,2023-04-15,THE ANTHROPOCENE REVIEWED,John Green,13,Dutton,4,False,4.36,0.0,Summer
2608,2023-04-15,CASTE,Isabel Wilkerson,14,Random House,9,True,4.53,8.0,Spring
2609,2023-04-15,BEING MORTAL,Atul Gawande,15,Metropolitan,128,False,4.49,3.0,Fall
2610,2023-04-22,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,235,False,4.38,0.0,Fall
2611,2023-04-22,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage,112,False,4.14,8.0,Spring
2612,2023-04-22,CRYING IN H MART,Michelle Zauner,3,Vintage,4,False,4.26,3.0,Spring
2613,2023-04-22,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,158,False,4.53,2.0,Fall
2614,2023-04-22,ALL ABOUT LOVE,bell hooks,5,Morrow,72,False,4.04,1.0,Spring
2615,2023-04-22,FINDING ME,Viola Davis,6,HarperOne,3,True,4.55,3.0,Spring
2616,2023-04-22,EDUCATED,Tara Westover,7,Random House,46,False,4.47,10.0,Spring
2617,2023-04-22,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",359,False,4.18,4.0,Fall
2618,2023-04-22,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,9,Picador,3,False,4.2,1.0,Fall
2619,2023-04-22,THE LOST CITY OF Z,David Grann,10,Vintage,25,False,3.89,3.0,Spring
2620,2023-04-22,THE GLASS CASTLE,Jeannette Walls,11,Scribner,465,False,4.32,2.0,Fall
2621,2023-04-22,BORN A CRIME,Trevor Noah,12,One World,189,False,4.49,6.0,Fall
2622,2023-04-22,TALKING TO STRANGERS,Malcolm Gladwell,13,Back Bay,82,False,4.0,1.0,Fall
2623,2023-04-22,GRIT,Angela Duckworth,14,Scribner,144,False,4.08,1.0,Fall
2624,2023-04-22,THE ANTHROPOCENE REVIEWED,John Green,15,Dutton,5,False,4.36,0.0,Summer
2625,2023-04-29,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,236,False,4.38,0.0,Fall
2626,2023-04-29,CRYING IN H MART,Michelle Zauner,2,Vintage,5,False,4.26,3.0,Spring
2627,2023-04-29,KILLERS OF THE FLOWER MOON,David Grann,3,Vintage,113,False,4.14,8.0,Spring
2628,2023-04-29,THE ESCAPE ARTIST,Jonathan Freedland,4,Harper,1,False,4.37,4.0,Fall
2629,2023-04-29,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,159,False,4.53,2.0,Fall
2630,2023-04-29,ALL ABOUT LOVE,bell hooks,6,Morrow,73,False,4.04,1.0,Spring
2631,2023-04-29,FINDING ME,Viola Davis,7,HarperOne,4,True,4.55,3.0,Spring
2632,2023-04-29,EDUCATED,Tara Westover,8,Random House,47,False,4.47,10.0,Spring
2633,2023-04-29,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux",360,False,4.18,4.0,Fall
2634,2023-04-29,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,10,Picador,4,False,4.2,1.0,Fall
2635,2023-04-29,THE GLASS CASTLE,Jeannette Walls,11,Scribner,466,False,4.32,2.0,Fall
2636,2023-04-29,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay,83,False,4.0,1.0,Fall
2637,2023-04-29,BEING MORTAL,Atul Gawande,13,Metropolitan,129,False,4.49,3.0,Fall
2638,2023-04-29,THE ANTHROPOCENE REVIEWED,John Green,14,Dutton,6,False,4.36,0.0,Summer
2639,2023-04-29,GRIT,Angela Duckworth,15,Scribner,145,False,4.08,1.0,Fall
2640,2023-05-06,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,237,False,4.38,0.0,Fall
2641,2023-05-06,CRYING IN H MART,Michelle Zauner,2,Vintage,6,False,4.26,3.0,Spring
2642,2023-05-06,THE ESCAPE ARTIST,Jonathan Freedland,3,Harper,2,False,4.37,4.0,Fall
2643,2023-05-06,KILLERS OF THE FLOWER MOON,David Grann,4,Vintage,114,False,4.14,8.0,Spring
2644,2023-05-06,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,160,False,4.53,2.0,Fall
2645,2023-05-06,ALL ABOUT LOVE,bell hooks,6,Morrow,74,False,4.04,1.0,Spring
2646,2023-05-06,FINDING ME,Viola Davis,7,HarperOne,5,True,4.55,3.0,Spring
2647,2023-05-06,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",361,False,4.18,4.0,Fall
2648,2023-05-06,EDUCATED,Tara Westover,9,Random House,48,False,4.47,10.0,Spring
2649,2023-05-06,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,10,Scribner,63,False,4.24,3.0,Summer
2650,2023-05-06,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,11,Picador,5,False,4.2,1.0,Fall
2651,2023-05-06,GRIT,Angela Duckworth,12,Scribner,146,False,4.08,1.0,Fall
2652,2023-05-06,THE GLASS CASTLE,Jeannette Walls,13,Scribner,467,False,4.32,2.0,Fall
2653,2023-05-06,TALKING TO STRANGERS,Malcolm Gladwell,14,Back Bay,84,False,4.0,1.0,Fall
2654,2023-05-06,THE ANTHROPOCENE REVIEWED,John Green,15,Dutton,7,False,4.36,0.0,Summer
2655,2023-05-13,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,238,False,4.38,0.0,Fall
2656,2023-05-13,CRYING IN H MART,Michelle Zauner,2,Vintage,7,False,4.26,3.0,Spring
2657,2023-05-13,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,161,False,4.53,2.0,Fall
2658,2023-05-13,KILLERS OF THE FLOWER MOON,David Grann,4,Vintage,115,False,4.14,8.0,Spring
2659,2023-05-13,THE ESCAPE ARTIST,Jonathan Freedland,5,Harper,3,False,4.37,4.0,Fall
2660,2023-05-13,ALL ABOUT LOVE,bell hooks,6,Morrow,75,False,4.04,1.0,Spring
2661,2023-05-13,FINDING ME,Viola Davis,7,HarperOne,6,True,4.55,3.0,Spring
2662,2023-05-13,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,8,Scribner,64,False,4.24,3.0,Summer
2663,2023-05-13,EDUCATED,Tara Westover,9,Random House,49,False,4.47,10.0,Spring
2664,2023-05-13,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux",362,False,4.18,4.0,Fall
2665,2023-05-13,THE GLASS CASTLE,Jeannette Walls,11,Scribner,468,False,4.32,2.0,Fall
2666,2023-05-13,GRIT,Angela Duckworth,12,Scribner,147,False,4.08,1.0,Fall
2667,2023-05-13,TALKING TO STRANGERS,Malcolm Gladwell,13,Back Bay,85,False,4.0,1.0,Fall
2668,2023-05-13,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,14,Picador,6,False,4.2,1.0,Fall
2669,2023-05-13,BEING MORTAL,Atul Gawande,15,Metropolitan,130,False,4.49,3.0,Fall
2670,2023-05-20,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,239,False,4.38,0.0,Fall
2671,2023-05-20,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage,116,False,4.14,8.0,Spring
2672,2023-05-20,QUIETLY HOSTILE,Samantha Ir,3,Vintage,1,False,3.69,1.0,Summer
2673,2023-05-20,CRYING IN H MART,Michelle Zauner,4,Vintage,8,False,4.26,3.0,Spring
2674,2023-05-20,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,162,False,4.53,2.0,Fall
2675,2023-05-20,THE ESCAPE ARTIST,Jonathan Freedland,6,Harper,4,False,4.37,4.0,Fall
2676,2023-05-20,ALL ABOUT LOVE,bell hooks,7,Morrow,76,False,4.04,1.0,Spring
2677,2023-05-20,FINDING ME,Viola Davis,8,HarperOne,7,True,4.55,3.0,Spring
2678,2023-05-20,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,9,Scribner,65,False,4.24,3.0,Summer
2679,2023-05-20,BORN A CRIME,Trevor Noah,10,One World,190,False,4.49,6.0,Fall
2680,2023-05-20,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",363,False,4.18,4.0,Fall
2681,2023-05-20,THE GLASS CASTLE,Jeannette Walls,12,Scribner,469,False,4.32,2.0,Fall
2682,2023-05-20,TALKING TO STRANGERS,Malcolm Gladwell,13,Back Bay,86,False,4.0,1.0,Fall
2683,2023-05-20,EDUCATED,Tara Westover,14,Random House,50,False,4.47,10.0,Spring
2684,2023-05-20,GRIT,Angela Duckworth,15,Scribner,148,False,4.08,1.0,Fall
2685,2023-05-27,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage,117,False,4.14,8.0,Spring
2686,2023-05-27,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin,240,False,4.38,0.0,Fall
2687,2023-05-27,CRYING IN H MART,Michelle Zauner,3,Vintage,9,False,4.26,3.0,Spring
2688,2023-05-27,THE ESCAPE ARTIST,Jonathan Freedland,4,Harper,5,False,4.37,4.0,Fall
2689,2023-05-27,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,163,False,4.53,2.0,Fall
2690,2023-05-27,ALL ABOUT LOVE,bell hooks,6,Morrow,77,False,4.04,1.0,Spring
2691,2023-05-27,QUIETLY HOSTILE,Samantha Ir,7,Vintage,2,False,3.69,1.0,Summer
2692,2023-05-27,THE GLASS CASTLE,Jeannette Walls,8,Scribner,470,False,4.32,2.0,Fall
2693,2023-05-27,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux",364,False,4.18,4.0,Fall
2694,2023-05-27,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,10,Scribner,66,False,4.24,3.0,Summer
2695,2023-05-27,TALKING TO STRANGERS,Malcolm Gladwell,11,Back Bay,87,False,4.0,1.0,Fall
2696,2023-05-27,EDUCATED,Tara Westover,12,Random House,51,False,4.47,10.0,Spring
2697,2023-05-27,MY LOVE STORY,Tina Turner with Deborah Davis and Dominik Wichmann,13,Atria,1,False,4.17,0.0,Fall
2698,2023-05-27,THE BOMBER MAFIA,Malcolm Gladwell,14,Back Bay,32,False,4.03,1.0,Spring
2699,2023-05-27,GRIT,Angela Duckworth,15,Scribner,149,False,4.08,1.0,Fall
2700,2023-06-03,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage,118,False,4.14,8.0,Spring
2701,2023-06-03,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin,241,False,4.38,0.0,Fall
2702,2023-06-03,CRYING IN H MART,Michelle Zauner,3,Vintage,10,False,4.26,3.0,Spring
2703,2023-06-03,QUIETLY HOSTILE,Samantha Ir,4,Vintage,3,False,3.69,1.0,Summer
2704,2023-06-03,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,164,False,4.53,2.0,Fall
2705,2023-06-03,ALL ABOUT LOVE,bell hooks,6,Morrow,78,False,4.04,1.0,Spring
2706,2023-06-03,HAPPY-GO-LUCKY,David Sedaris,7,Back Bay,1,False,4.17,3.0,Summer
2707,2023-06-03,BORN A CRIME,Trevor Noah,8,One World,191,False,4.49,6.0,Fall
2708,2023-06-03,EDUCATED,Tara Westover,9,Random House,52,False,4.47,10.0,Spring
2709,2023-06-03,THE ESCAPE ARTIST,Jonathan Freedland,10,Harper,6,False,4.37,4.0,Fall
2710,2023-06-03,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",365,False,4.18,4.0,Fall
2711,2023-06-03,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay,88,False,4.0,1.0,Fall
2712,2023-06-03,MY LOVE STORY,Tina Turner with Deborah Davis and Dominik Wichmann,13,Atria,2,False,4.17,0.0,Fall
2713,2023-06-03,THE GLASS CASTLE,Jeannette Walls,14,Scribner,471,False,4.32,2.0,Fall
2714,2023-06-03,GRIT,Angela Duckworth,15,Scribner,150,False,4.08,1.0,Fall
2715,2023-06-10,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,242,False,4.38,0.0,Fall
2716,2023-06-10,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage,119,False,4.14,8.0,Spring
2717,2023-06-10,CRYING IN H MART,Michelle Zauner,3,Vintage,11,False,4.26,3.0,Spring
2718,2023-06-10,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,165,False,4.53,2.0,Fall
2719,2023-06-10,SOLITO,Javier Zamora,5,Hogarth,1,False,4.48,6.0,Summer
2720,2023-06-10,HAPPY-GO-LUCKY,David Sedaris,6,Back Bay,2,False,4.17,3.0,Summer
2721,2023-06-10,ALL ABOUT LOVE,bell hooks,7,Morrow,79,False,4.04,1.0,Spring
2722,2023-06-10,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,8,Harper Perennial,4,False,3.99,0.0,Spring
2723,2023-06-10,EDUCATED,Tara Westover,9,Random House,53,False,4.47,10.0,Spring
2724,2023-06-10,THE BOOK OF DELIGHTS,Ross Gay,10,Algonquin,1,False,4.15,0.0,Fall
2725,2023-06-10,QUIETLY HOSTILE,Samantha Ir,11,Vintage,4,False,3.69,1.0,Summer
2726,2023-06-10,BORN A CRIME,Trevor Noah,12,One World,192,False,4.49,6.0,Fall
2727,2023-06-10,THE ESCAPE ARTIST,Jonathan Freedland,13,Harper,7,False,4.37,4.0,Fall
2728,2023-06-10,PAPPYLAND,Wright Thompson,14,Penguin,1,False,3.9,0.0,Summer
2729,2023-06-10,GRIT,Angela Duckworth,15,Scribner,151,False,4.08,1.0,Fall
2730,2023-06-17,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage,120,False,4.14,8.0,Spring
2731,2023-06-17,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin,243,False,4.38,0.0,Fall
2732,2023-06-17,CRYING IN H MART,Michelle Zauner,3,Vintage,12,False,4.26,3.0,Spring
2733,2023-06-17,BORN A CRIME,Trevor Noah,4,One World,193,False,4.49,6.0,Fall
2734,2023-06-17,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,166,False,4.53,2.0,Fall
2735,2023-06-17,HAPPY-GO-LUCKY,David Sedaris,6,Back Bay,3,False,4.17,3.0,Summer
2736,2023-06-17,ALL ABOUT LOVE,bell hooks,7,Morrow,80,False,4.04,1.0,Spring
2737,2023-06-17,PAPPYLAND,Wright Thompson,8,Penguin,2,False,3.9,0.0,Summer
2738,2023-06-17,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux",366,False,4.18,4.0,Fall
2739,2023-06-17,THE ESCAPE ARTIST,Jonathan Freedland,10,Harper,8,False,4.37,4.0,Fall
2740,2023-06-17,THE GLASS CASTLE,Jeannette Walls,11,Scribner,472,False,4.32,2.0,Fall
2741,2023-06-17,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay,89,False,4.0,1.0,Fall
2742,2023-06-17,EDUCATED,Tara Westover,13,Random House,54,False,4.47,10.0,Spring
2743,2023-06-17,SOLITO,Javier Zamora,14,Hogarth,2,False,4.48,6.0,Summer
2744,2023-06-17,QUIETLY HOSTILE,Samantha Ir,15,Vintage,5,False,3.69,1.0,Summer
2745,2023-06-24,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,244,False,4.38,0.0,Fall
2746,2023-06-24,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage,121,False,4.14,8.0,Spring
2747,2023-06-24,CRYING IN H MART,Michelle Zauner,3,Vintage,13,False,4.26,3.0,Spring
2748,2023-06-24,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,167,False,4.53,2.0,Fall
2749,2023-06-24,ALL ABOUT LOVE,bell hooks,5,Morrow,81,False,4.04,1.0,Spring
2750,2023-06-24,BORN A CRIME,Trevor Noah,6,One World,194,False,4.49,6.0,Fall
2751,2023-06-24,EDUCATED,Tara Westover,7,Random House,55,False,4.47,10.0,Spring
2752,2023-06-24,QUIETLY HOSTILE,Samantha Ir,8,Vintage,6,False,3.69,1.0,Summer
2753,2023-06-24,ENTANGLED LIFE,Merlin Sheldrake,9,Random House,6,False,4.34,3.0,Fall
2754,2023-06-24,HAPPY-GO-LUCKY,David Sedaris,10,Back Bay,4,False,4.17,3.0,Summer
2755,2023-06-24,OUTLIERS,Malcolm Gladwell,11,Back Bay,359,False,4.19,0.0,Fall
2756,2023-06-24,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",367,False,4.18,4.0,Fall
2757,2023-06-24,THE GLASS CASTLE,Jeannette Walls,13,Scribner,473,False,4.32,2.0,Fall
2758,2023-06-24,THE BOOK OF DELIGHTS,Ross Gay,14,Algonquin,2,False,4.15,0.0,Fall
2759,2023-06-24,SOLITO,Javier Zamora,15,Hogarth,3,False,4.48,6.0,Summer
2760,2023-07-01,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,245,False,4.38,0.0,Fall
2761,2023-07-01,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage,122,False,4.14,8.0,Spring
2762,2023-07-01,CRYING IN H MART,Michelle Zauner,3,Vintage,14,False,4.26,3.0,Spring
2763,2023-07-01,ALL ABOUT LOVE,bell hooks,4,Morrow,82,False,4.04,1.0,Spring
2764,2023-07-01,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,168,False,4.53,2.0,Fall
2765,2023-07-01,BORN A CRIME,Trevor Noah,6,One World,195,False,4.49,6.0,Fall
2766,2023-07-01,EDUCATED,Tara Westover,7,Random House,56,False,4.47,10.0,Spring
2767,2023-07-01,HAPPY-GO-LUCKY,David Sedaris,8,Back Bay,5,False,4.17,3.0,Summer
2768,2023-07-01,SOLITO,Javier Zamora,9,Hogarth,4,False,4.48,6.0,Summer
2769,2023-07-01,THE COLOR OF LAW,Richard Rothstein,10,Liveright,51,False,4.44,1.0,Summer
2770,2023-07-01,OUTLIERS,Malcolm Gladwell,11,Back Bay,360,False,4.19,0.0,Fall
2771,2023-07-01,AMERICAN PROMETHEUS,Kai Bird and Martin J. Sherwin,12,Vintage,1,False,4.32,5.0,Spring
2772,2023-07-01,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux",368,False,4.18,4.0,Fall
2773,2023-07-01,THE GLASS CASTLE,Jeannette Walls,14,Scribner,474,False,4.32,2.0,Fall
2774,2023-07-01,JUST MERCY,Bryan Stevenson,15,One World,304,False,4.63,8.0,Summer
2775,2023-07-08,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage,123,False,4.14,8.0,Spring
2776,2023-07-08,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin,246,False,4.38,0.0,Fall
2777,2023-07-08,CRYING IN H MART,Michelle Zauner,3,Vintage,15,False,4.26,3.0,Spring
2778,2023-07-08,ALL ABOUT LOVE,bell hooks,4,Morrow,83,False,4.04,1.0,Spring
